,saleprice,sqfttotliving,yrbuilt,yrrenovated,bedrooms,zipcode,sqfttotbasement,sqftfinbasement,sqftopenporch,sqftenclosedporch,sqftdeck,heatsystem,bathhalfcount,bath3qtrcount,bathfullcount,condition,sqftgarageattached,bldggrade,finbasementgrade,inadequateparking,township,trafficnoise
29945,450000,1360,1955,0,3,98178,1050,310,0,0,300,5,0,1,1,3,260,7,6,0,23,0
29946,777888,2420,1961,2003,4,98034,0,0,0,0,0,5,0,0,3,3,0,7,0,2,26,0
29947,540000,2350,1971,0,4,98023,290,0,1050,0,310,5,1,1,1,2,0,9,0,2,21,0
29948,675000,2500,1998,0,4,98045,0,0,120,0,0,5,1,1,1,3,660,8,0,2,23,0
29949,337500,1960,1918,0,5,98168,970,740,0,0,40,4,0,2,2,3,200,6,5,2,23,1
29950,752000,2100,1955,0,4,98133,1100,1000,170,0,150,5,1,0,1,4,0,7,7,0,26,1
29951,365000,1370,1962,0,3,98188,0,0,0,0,200,4,0,0,1,3,290,7,0,2,23,0
29952,193721,4330,1968,0,6,98034,2480,1810,70,0,420,5,0,2,1,3,0,7,6,2,26,0
29953,370000,1200,1968,0,3,98042,0,0,0,0,0,5,0,0,1,4,440,7,0,2,21,0
29954,463000,1140,2008,0,2,98133,270,70,20,0,0,3,1,0,2,3,0,8,8,2,26,0
29955,1150000,3270,1999,0,4,98053,0,0,170,0,170,7,1,0,2,3,860,9,0,0,25,0
29956,945000,1920,1951,0,2,98119,1120,800,0,0,0,5,1,0,1,3,0,8,6,2,25,1
29957,435000,1400,1981,0,3,98058,880,440,0,0,130,5,0,2,1,3,0,7,7,0,23,0
29958,690000,2560,2013,0,5,98178,0,0,370,0,0,5,1,1,3,3,380,8,0,2,23,0
29959,215000,790,1944,0,2,98178,0,0,40,0,0,4,0,0,1,5,0,6,0,0,23,0
29960,730000,1280,2014,0,2,98122,510,240,30,80,420,6,0,0,2,3,0,8,8,2,24,0
29961,900000,3010,2010,0,5,98125,0,0,100,0,0,5,0,0,3,3,390,8,0,0,26,0
29962,749950,1540,1953,0,3,98133,480,0,0,0,220,5,1,0,1,4,0,7,0,2,26,0
29963,1006000,3050,1992,0,4,98075,0,0,60,0,550,5,0,0,3,4,490,9,0,2,24,0
29964,615000,2590,1974,2017,5,98023,0,0,160,0,0,5,1,1,1,3,480,9,0,2,21,0
29965,618000,2570,2017,0,5,98168,1510,1030,70,0,210,5,0,0,3,3,0,7,7,2,23,2
29966,2290000,3220,1962,0,5,98039,1600,1120,0,0,480,5,0,0,3,5,0,7,7,2,25,0
29968,450000,950,1953,0,2,98133,0,0,60,0,0,5,0,0,1,3,310,7,0,0,26,1
29969,840500,1780,1990,0,3,98033,0,0,70,0,80,5,0,1,1,3,480,8,0,2,26,0
29970,550000,2110,1967,0,4,98058,0,0,150,0,90,5,1,1,1,3,620,8,0,0,23,0
29971,161000,820,1919,0,2,98106,0,0,50,0,0,5,0,0,1,3,0,6,0,0,24,0
29972,649000,2160,1979,0,4,98028,1040,1040,80,0,520,5,1,1,1,5,460,8,7,0,26,0
29973,360000,1410,1935,0,4,98146,1010,0,80,0,0,5,0,0,3,5,0,7,0,0,23,0
29974,865000,2250,1943,0,4,98136,0,0,0,0,160,5,1,0,2,4,0,6,0,0,24,0
29975,418000,1220,1935,0,3,98065,0,0,0,0,0,5,0,0,1,3,0,6,0,2,24,0
29976,832000,2400,1984,0,4,98074,1320,1000,0,0,90,5,0,2,1,5,200,8,7,0,25,0
29977,865000,1800,1978,0,3,98006,0,0,0,0,0,5,1,0,2,4,480,9,0,0,24,1
29978,640000,2520,1973,0,5,98092,690,0,0,0,0,5,1,0,1,4,580,8,0,0,21,0
29979,595000,1310,1968,0,3,98072,0,0,0,0,0,4,0,1,1,4,420,7,0,2,26,0
29980,1010000,1860,1907,0,4,98103,940,0,0,130,420,4,2,0,1,3,270,8,0,2,25,0
29981,375000,1390,1961,0,3,98058,0,0,0,0,230,5,1,1,1,5,430,7,0,2,23,0
29982,350000,1500,1962,0,3,98023,0,0,270,0,0,5,0,0,1,3,0,7,0,2,21,0
29983,410000,1410,1992,0,3,98038,0,0,0,0,0,5,0,0,2,4,440,7,0,0,22,0
29984,285000,1420,1955,0,3,98002,0,0,0,0,0,3,0,0,1,4,0,7,0,2,21,0
29985,470000,1740,1994,0,3,98030,0,0,0,0,120,5,0,0,2,3,460,8,0,0,22,0
29986,410000,1550,1962,0,3,98030,0,0,100,0,300,4,0,1,1,4,500,8,0,0,22,0
29987,350000,1500,1967,0,3,98033,0,0,60,0,0,5,0,0,2,4,0,7,0,2,25,0
29988,910000,2380,1966,0,4,98008,1190,1190,0,0,220,5,0,1,2,4,460,8,7,0,25,0
29989,335000,1540,1953,0,3,98148,0,0,0,0,0,4,1,0,1,3,280,6,0,2,22,0
29990,375000,1690,2001,0,3,98001,0,0,50,0,0,5,1,0,2,3,700,8,0,2,21,0
29991,1970000,4000,1936,1968,5,98117,1250,1250,0,0,0,7,1,1,2,5,660,9,8,2,26,1
29992,879000,2120,1947,2010,4,98117,910,910,0,0,0,5,0,1,1,3,0,7,7,0,26,0
29993,834332,1440,1900,1999,3,98103,1150,0,220,0,90,5,1,0,1,3,0,8,0,2,25,0
29994,680000,1670,2018,0,3,98133,380,380,0,0,370,1,1,2,1,3,0,8,8,2,26,0
29995,480000,720,2003,0,2,98144,430,220,0,0,70,6,0,1,1,3,0,7,7,2,24,0
29996,535000,3000,1998,0,4,98023,0,0,110,0,0,5,1,0,2,4,780,9,0,2,21,0
29997,835000,1710,1940,0,4,98103,1140,270,40,0,0,5,0,1,1,3,140,7,6,2,25,0
29998,785000,4230,1991,0,4,98003,1280,1280,0,0,120,5,1,0,3,4,840,10,9,2,21,0
29999,670000,1440,2008,0,3,98122,500,300,0,0,50,5,1,0,2,3,0,8,8,2,25,0
30000,580000,3140,1996,0,4,98042,0,0,50,0,0,5,0,0,2,4,720,9,0,0,22,0
30001,765000,1430,1961,0,4,98007,0,0,0,0,0,5,0,1,1,5,240,8,0,0,24,1
30002,440000,2280,1968,0,4,98168,0,0,0,0,400,4,0,0,2,3,0,7,0,0,23,2
30003,910000,2600,1977,0,5,98052,1480,1030,450,0,0,5,1,1,1,3,0,8,7,2,26,0
30004,452500,2250,1988,0,3,98031,0,0,0,0,0,5,1,0,2,3,440,8,0,2,22,0
30005,610000,2260,1956,0,3,98108,1200,1200,140,0,0,5,0,0,2,4,0,7,6,2,24,0
30007,580000,2330,2011,0,3,98019,0,0,30,0,0,5,1,0,2,3,400,8,0,2,26,0
30008,930000,3060,1983,0,4,98072,0,0,120,0,0,5,1,0,2,3,690,9,0,2,26,0
30009,974625,2230,1924,0,4,98115,1230,1000,60,0,0,5,0,0,2,3,0,7,7,0,25,2
30010,435000,900,1942,0,3,98146,0,0,0,0,0,4,0,1,1,4,0,6,0,2,23,0
30011,558000,680,1917,0,1,98115,310,0,50,0,0,5,0,0,1,4,0,6,0,2,25,0
30012,311950,1230,1932,0,3,98022,0,0,0,0,0,5,0,0,1,5,0,7,0,2,20,0
30013,400000,1140,1952,0,3,98125,0,0,80,0,0,5,0,0,1,3,380,7,0,0,26,0
30014,1362000,2200,1976,0,3,98006,1310,810,140,0,120,5,1,1,1,5,0,8,8,0,24,0
30015,392000,1580,1954,0,3,98108,790,790,0,0,0,5,0,1,1,4,260,7,6,2,24,0
30016,575000,1810,1987,0,3,98125,1080,620,0,0,100,5,0,1,1,3,0,7,7,0,26,0
30017,1125000,1740,1972,0,3,98040,0,0,0,0,660,5,0,1,1,4,0,8,0,2,24,0
30018,1225000,3520,2003,0,4,98006,0,0,140,0,0,5,1,0,2,3,790,10,0,0,24,0
30019,490000,1420,1941,0,3,98155,820,0,0,0,0,4,1,0,1,3,0,7,0,0,26,0
30020,290265,1580,1980,0,3,98023,640,640,0,0,260,5,0,0,1,4,0,7,7,2,21,0
30021,549950,1770,1948,2014,4,98166,0,0,200,0,0,5,2,0,2,3,400,6,0,2,23,0
30022,1315000,2080,1923,0,3,98109,1000,0,0,0,170,5,1,0,1,4,0,8,0,2,25,1
30023,348000,1910,1968,0,3,98003,0,0,0,0,0,5,0,0,1,4,0,7,0,2,21,0
30024,725000,3680,1989,0,4,98092,0,0,0,0,220,5,1,0,2,3,820,9,0,2,21,0
30025,1500000,3170,1990,0,3,98053,0,0,500,0,0,5,1,1,1,3,0,10,0,2,25,0
30026,471500,2180,1960,0,3,98022,1170,500,100,0,0,5,0,0,2,4,700,8,7,2,20,2
30027,808000,2000,2000,0,3,98029,0,0,0,0,0,7,1,0,2,3,560,9,0,2,24,0
30028,425000,1730,1995,0,3,98042,680,340,0,0,80,5,1,0,2,3,120,7,7,2,22,0
30029,540000,1310,1940,1968,2,98070,0,0,60,0,330,4,0,1,1,3,570,7,0,2,22,0
30030,385000,1860,1997,0,3,98022,0,0,0,0,0,5,1,0,2,3,440,8,0,2,20,0
30031,635000,1360,1914,0,3,98106,1000,0,140,110,0,5,0,0,1,4,0,7,0,2,24,1
30032,1205000,2110,1981,0,4,98006,0,0,160,0,0,7,1,1,1,4,480,8,0,0,24,1
30033,1235000,2260,2003,0,3,98119,940,380,100,0,100,5,1,1,2,3,0,8,8,2,25,1
30034,705000,1290,1918,0,3,98116,1030,240,50,0,0,5,0,0,1,4,0,6,6,0,24,0
30035,1025000,2400,1929,0,3,98103,930,930,0,0,300,5,0,0,2,3,0,7,6,2,25,0
30036,965000,2500,2003,0,3,98027,660,0,200,0,0,5,1,0,2,3,100,9,0,0,24,0
30037,500000,1680,1967,0,3,98028,1010,670,0,0,80,5,1,0,1,3,0,7,6,2,26,0
30038,630000,2000,1952,0,3,98146,960,900,0,0,0,5,0,0,2,3,0,7,6,0,23,0
30039,1370000,3900,1961,0,4,98006,1830,1830,50,120,40,5,0,2,1,5,480,8,7,0,24,0
30041,330000,1300,1976,0,3,98010,0,0,0,0,0,4,0,0,1,3,0,6,0,0,21,0
30042,1420000,3650,2012,0,4,98115,1400,850,120,0,0,5,1,0,2,3,0,9,8,2,25,0
30043,575000,1370,1999,0,2,98115,530,290,0,0,0,5,1,0,1,3,0,7,7,2,25,2
30044,650000,2270,2007,0,3,98065,0,0,70,0,0,7,1,0,2,3,400,7,0,0,24,0
30045,500000,1640,1976,0,2,98051,0,0,0,0,350,4,0,1,1,2,0,8,0,0,22,0
30046,558000,2090,1976,0,4,98042,0,0,220,0,0,5,1,1,1,4,570,7,0,0,21,1
30047,790000,2150,1977,0,4,98052,1200,910,0,0,300,5,0,2,1,4,190,7,7,2,26,0
30048,1150000,3000,1979,0,3,98006,1530,1050,80,0,100,5,0,1,2,3,0,9,8,2,24,0
30049,1875000,4460,1979,0,5,98004,2030,1430,320,0,800,7,1,1,2,4,280,10,9,2,24,0
30050,598000,2410,1955,0,4,98166,0,0,120,0,0,5,1,0,2,4,260,7,0,0,23,0
30051,1550000,4260,1995,0,5,98005,2100,2100,0,0,310,5,1,0,3,4,480,9,8,2,24,1
30052,280000,1550,1968,0,3,98001,0,0,0,0,0,5,0,0,1,3,440,7,0,0,22,0
30053,930000,3600,1979,0,5,98029,1870,1670,0,0,1230,3,0,2,1,3,500,8,7,2,24,0
30054,502000,1610,1985,0,3,98058,0,0,200,0,0,5,1,1,1,4,490,7,0,2,22,0
30055,1088000,1670,1962,0,4,98005,0,0,360,0,0,5,0,1,1,4,520,8,0,2,25,0
30056,799950,1530,2018,0,3,98144,0,0,0,80,430,5,0,1,1,3,0,8,0,2,24,0
30057,1342500,3560,1980,0,3,98116,1780,1780,0,0,0,5,0,1,2,4,420,8,7,2,24,0
30058,327500,1530,1974,0,3,98092,480,480,0,0,0,5,0,0,1,3,420,7,6,0,21,0
30059,224000,1140,1967,0,3,98001,0,0,0,0,0,5,0,0,1,5,280,6,0,2,21,0
30060,1560000,3400,1900,2013,5,98107,1080,1080,170,0,100,5,0,1,3,3,0,8,8,2,25,0
30061,750000,3150,2000,0,3,98042,0,0,310,0,410,5,1,0,3,3,700,8,0,2,22,0
30062,634950,1060,1938,2017,2,98126,530,530,0,50,650,4,0,0,1,3,0,6,6,2,24,0
30063,815000,2480,1987,0,3,98077,0,0,0,0,190,5,1,0,2,3,990,9,0,2,26,0
30064,530000,2050,1972,0,4,98059,0,0,230,0,430,5,0,1,1,4,480,8,0,0,23,0
30065,348000,1250,1967,0,3,98001,0,0,100,0,0,5,0,1,1,4,500,7,0,2,21,0
30066,269000,1200,1961,0,3,98022,0,0,0,0,200,4,0,0,1,5,0,6,0,0,20,0
30067,840000,2810,2008,0,4,98155,0,0,210,0,780,5,0,1,2,3,470,8,0,0,26,0
30068,1200000,2800,1913,1987,4,98136,1020,760,160,120,70,5,0,1,2,4,0,8,8,0,24,2
30069,515000,2600,1969,0,5,98023,790,790,80,160,110,5,1,1,1,4,550,8,8,2,21,0
30070,505000,3220,1976,0,4,98023,0,0,250,0,0,5,1,1,1,5,500,9,0,2,21,0
30071,760000,1110,1908,0,3,98103,950,160,40,0,0,5,0,0,1,4,0,7,6,2,25,2
30072,601550,2040,1987,0,5,98118,1160,850,0,0,0,5,0,0,2,4,120,7,7,2,24,0
30073,600000,2160,1965,0,5,98056,1010,750,150,0,0,5,0,2,1,5,0,7,6,2,24,3
30074,525000,1880,1943,1993,4,98056,0,0,160,50,0,5,0,0,2,3,0,7,0,2,24,0
30075,630000,1220,1924,0,3,98115,700,200,100,0,0,5,0,1,1,5,0,7,7,0,25,2
30076,495000,990,1998,0,2,98144,0,0,0,0,0,5,0,0,1,3,0,7,0,2,24,2
30077,800000,2190,1976,0,4,98034,620,620,0,0,390,5,1,1,1,4,540,7,7,2,26,0
30078,282500,670,1944,0,2,98178,0,0,0,0,0,4,0,0,1,4,0,6,0,0,23,0
30079,510000,1120,1947,2012,2,98155,0,0,0,0,0,4,0,0,1,3,0,6,0,2,26,1
30080,1127500,2420,1954,0,4,98177,1410,1010,0,0,0,5,0,2,1,4,0,8,7,2,26,0
30081,575000,2560,2002,0,4,98058,0,0,120,0,100,5,1,0,2,3,400,7,0,2,23,0
30082,496940,2250,1966,0,4,98042,0,0,218,0,0,4,0,1,1,5,260,7,0,2,22,0
30083,1220000,4210,1986,0,4,98077,0,0,0,0,620,5,1,0,2,3,1040,10,0,2,26,0
30084,675000,1370,1948,0,3,98177,0,0,130,0,0,7,0,0,1,3,0,7,0,2,26,0
30085,1470000,2780,1946,0,4,98199,1480,600,230,0,150,5,1,0,3,3,0,9,7,0,25,1
30086,1062000,1450,1911,0,4,98107,860,0,180,0,0,5,0,0,1,3,0,7,0,0,25,0
30087,675000,1980,1960,0,3,98008,940,550,0,0,240,5,0,0,2,3,0,7,6,0,25,0
30088,410000,1260,1976,0,3,98031,0,0,0,0,0,5,0,1,0,5,320,7,0,2,22,0
30089,384000,2020,1954,0,3,98178,1010,1010,0,200,270,5,0,1,1,3,220,7,6,2,23,0
30090,830000,2270,1982,0,3,98074,0,0,130,0,0,5,1,1,1,3,600,9,0,0,25,0
30091,1290000,2310,1902,0,5,98102,680,0,110,0,0,6,1,0,1,4,0,9,0,2,25,0
30092,506000,2470,1994,0,5,98092,0,0,40,0,0,5,0,0,3,4,640,8,0,2,21,0
30093,360000,1422,2012,0,3,98092,0,0,36,0,0,5,1,1,1,3,378,7,0,0,21,0
30094,1705000,2670,1942,1995,3,98144,980,670,140,0,0,5,0,2,1,5,0,9,8,2,24,0
30095,2000000,960,1906,1967,2,98126,0,0,0,0,0,2,0,0,1,3,0,5,0,0,24,0
30096,575000,1370,2009,0,3,98103,520,240,10,0,0,3,1,1,1,3,0,8,8,0,26,0
30097,835000,2080,1941,0,3,98103,1040,1040,0,0,0,5,0,1,1,5,0,7,7,2,25,0
30098,925000,3020,1995,0,4,98077,0,0,900,0,0,5,1,0,2,3,720,9,0,2,26,0
30099,780000,1660,1948,0,3,98118,890,350,0,0,440,7,0,0,2,4,0,7,6,0,24,0
30101,1540000,2120,1928,1978,3,98166,80,0,0,0,600,5,0,1,1,4,0,8,0,0,23,0
30102,465000,1400,1957,0,3,98056,0,0,50,0,0,5,0,0,1,4,0,7,0,2,23,3
30103,742500,2560,1986,0,3,98059,0,0,150,0,190,5,1,1,1,3,1000,8,0,0,23,0
30104,363000,1440,1969,0,3,98198,0,0,0,0,0,5,1,0,1,3,290,7,0,0,22,0
30105,339000,1330,1958,0,3,98002,0,0,120,0,0,1,0,0,1,4,520,7,0,2,21,1
30106,995000,2600,1910,0,6,98122,1200,0,250,70,200,6,0,0,2,3,0,8,0,2,25,0
30107,425000,2050,1961,0,4,98198,1325,1025,0,0,0,5,1,0,2,5,300,7,6,0,22,2
30108,670000,720,1910,0,2,98107,0,0,0,0,0,5,0,0,1,4,0,6,0,2,25,0
30109,387000,1600,2002,0,3,98038,0,0,0,0,0,5,1,1,1,3,380,7,0,0,22,0
30110,620000,1320,1968,0,4,98028,0,0,0,0,0,4,0,1,1,5,580,7,0,2,26,1
30111,500000,770,1948,0,2,98155,90,0,50,0,0,5,0,0,1,4,0,6,0,0,26,0
30112,665000,1260,1927,2007,3,98126,840,420,90,0,0,5,0,0,1,3,0,7,6,2,24,1
30113,790000,3080,1967,2019,4,98028,1540,1540,0,0,900,5,0,0,3,3,460,8,8,2,26,0
30114,861000,2390,1998,0,3,98011,0,0,0,0,0,5,1,0,2,5,650,8,0,2,26,0
30115,295000,1290,1962,0,3,98056,0,0,0,0,0,5,0,0,1,5,360,7,0,0,23,0
30116,521000,3500,1992,0,4,98003,1390,930,60,0,110,5,1,0,2,3,700,8,8,2,21,0
30118,649950,1670,1973,0,3,98028,670,450,0,0,350,5,1,1,1,5,260,7,7,2,26,0
30119,340000,1010,1967,0,3,98023,0,0,0,0,0,5,0,1,1,5,460,6,0,2,21,1
30120,1120000,3330,1999,0,4,98065,0,0,0,0,1200,5,1,0,2,3,720,10,0,0,24,0
30121,820000,2290,1987,0,3,98053,0,0,160,0,110,3,0,0,2,3,0,7,0,0,25,0
30122,423306,1170,1958,2016,3,98058,0,0,0,0,0,5,0,1,1,3,370,6,0,0,23,0
30123,792500,1620,2018,0,3,98106,0,0,0,0,580,6,1,1,1,3,0,9,0,0,24,3
30124,1005000,2000,1987,0,3,98033,0,0,30,0,610,5,0,1,2,5,500,8,0,2,26,0
30125,980000,4110,2008,0,4,98065,0,0,160,0,0,5,0,2,2,3,560,9,0,0,24,0
30126,515000,1790,1979,0,4,98058,1070,570,0,0,770,5,1,1,1,3,500,7,7,0,23,0
30127,460000,660,1962,0,2,98168,480,0,0,0,0,4,0,0,1,3,0,5,0,2,23,0
30128,369000,1410,1955,0,3,98022,0,0,0,0,0,5,1,0,1,4,0,7,0,2,20,0
30129,285000,490,1951,0,1,98106,0,0,0,0,0,1,0,0,1,3,0,5,0,0,24,1
30130,443000,1910,1979,0,4,98023,1070,810,0,0,80,5,0,2,1,4,140,7,6,2,21,0
30131,849500,1810,1984,0,4,98052,0,0,0,0,410,5,1,0,2,4,510,8,0,2,26,0
30132,215000,670,1944,0,2,98178,0,0,0,0,0,4,0,0,1,2,0,5,0,0,23,0
30133,805000,1330,1926,0,4,98105,470,0,0,0,0,5,0,0,1,3,0,7,0,2,25,1
30134,513750,2800,2006,0,4,98042,0,0,40,0,0,5,0,1,2,3,380,8,0,2,22,0
30135,580000,1160,1930,0,3,98070,800,0,0,50,0,6,0,0,1,4,0,7,0,2,23,0
30136,1150000,2360,1910,0,5,98109,920,720,140,0,100,5,0,1,1,4,0,8,7,2,25,0
30137,553250,1260,1969,0,3,98068,670,0,0,0,320,3,0,1,0,3,0,8,0,2,23,0
30138,440500,1250,1982,0,3,98045,0,0,0,0,540,5,1,0,1,4,0,7,0,2,23,3
30139,1600000,2340,1961,0,4,98125,1720,620,290,0,260,5,0,2,1,3,0,8,7,0,26,0
30140,450000,1290,1963,0,2,98133,0,0,0,0,0,5,0,0,1,3,250,7,0,2,26,0
30141,330000,1070,1962,0,2,98168,0,0,40,0,0,5,0,0,1,5,0,6,0,2,23,0
30142,1272222,2890,1902,0,6,98102,990,990,70,90,190,5,1,0,2,4,0,7,7,2,25,0
30143,755000,2020,1968,0,4,98027,620,620,60,0,210,5,0,2,1,5,550,7,7,0,24,0
30144,675000,1958,1985,2001,3,98045,0,0,40,0,180,5,1,1,1,3,480,7,0,2,23,0
30145,326000,900,1947,0,2,98055,0,0,0,0,0,5,0,1,0,3,0,6,0,0,23,0
30146,1350000,2270,2002,0,3,98102,900,510,80,0,80,6,1,0,3,4,0,9,9,2,25,0
30147,757000,1430,2015,0,3,98122,0,0,120,80,400,6,0,1,1,3,0,9,0,2,24,0
30148,1030000,3810,2009,0,5,98056,1010,1010,40,0,0,5,1,1,3,3,460,10,9,2,24,0
30149,575000,1780,1980,0,3,98059,1060,600,0,0,140,5,1,1,1,4,0,7,7,0,23,0
30150,560000,2270,1980,0,3,98059,1350,830,40,0,140,5,0,2,1,5,0,7,6,0,23,0
30151,475000,1620,2004,0,3,98058,0,0,110,0,0,5,1,0,2,3,540,8,0,2,23,0
30152,649000,2380,1911,0,4,98106,1050,1050,0,70,290,5,0,0,2,3,0,7,6,2,24,0
30153,1635000,3400,1982,0,3,98177,1300,1300,100,0,220,5,1,1,1,3,530,11,11,0,26,0
30154,504000,1030,1969,0,3,98072,0,0,60,0,0,4,0,0,1,4,430,7,0,2,26,0
30155,1450000,2630,1980,0,3,98040,0,0,70,0,260,7,1,0,2,4,620,10,0,2,24,2
30156,750000,1610,1982,0,3,98106,1000,520,0,0,100,5,1,0,2,4,160,7,7,0,24,0
30157,500000,1580,1945,0,4,98178,790,790,0,0,0,4,0,0,2,5,0,6,6,2,23,0
30158,760000,3700,1969,0,4,98034,0,0,0,0,0,5,1,1,1,3,0,7,0,2,26,1
30159,385000,1410,1986,0,3,98001,0,0,40,0,0,4,0,0,2,3,440,7,0,2,21,0
30160,520000,1320,1931,0,3,98133,760,0,80,0,0,1,0,0,1,4,390,7,0,0,26,0
30161,497000,1830,2004,0,4,98038,0,0,90,0,0,5,1,0,2,3,440,7,0,0,22,0
30163,390000,1440,1986,0,3,98030,0,0,70,0,0,5,0,1,1,3,400,7,0,2,22,0
30164,520000,2760,2002,0,4,98092,0,0,120,0,480,5,1,0,2,3,640,7,0,2,21,0
30165,423000,2120,1963,0,3,98042,0,0,120,0,750,5,1,0,2,4,1490,7,0,2,22,0
30166,750000,1800,1904,0,3,98122,890,0,50,0,0,5,0,0,3,3,0,8,0,2,25,0
30167,2250000,3930,2000,0,4,98199,1550,780,0,0,570,5,0,2,2,3,0,9,8,0,25,0
30168,731000,1620,1987,0,3,98074,0,0,0,0,200,5,1,1,1,4,360,7,0,0,25,0
30169,912000,2170,1988,0,4,98029,0,0,0,0,190,5,1,0,2,3,550,8,0,2,24,0
30170,900000,1480,1918,0,3,98119,660,330,120,0,170,5,0,1,1,4,0,8,7,2,25,0
30171,985000,2040,1909,0,4,98112,610,0,90,0,530,6,0,0,1,3,0,8,0,0,25,1
30172,585000,2020,1970,0,5,98108,1010,1010,0,0,100,4,0,1,1,3,0,7,6,2,24,0
30173,419000,1810,1993,0,3,98038,0,0,40,0,0,5,1,0,2,3,380,7,0,2,22,0
30174,715000,1350,1916,0,3,98117,790,0,110,0,0,5,0,0,1,3,0,7,0,2,25,1
30175,1100000,3660,2000,0,4,98077,0,0,490,0,0,5,1,0,3,3,930,10,0,2,26,0
30176,315000,954,1976,0,3,98031,0,0,0,0,0,4,0,0,1,4,456,6,0,2,22,0
30177,2420000,4250,1997,0,4,98004,0,0,240,0,0,5,1,1,2,3,630,10,0,2,25,1
30178,385000,950,1948,0,3,98146,0,0,0,0,0,4,0,0,1,3,220,6,0,0,23,0
30179,1075000,1980,1944,0,4,98103,0,0,0,0,0,1,1,0,2,4,0,7,0,0,26,0
30180,1150000,1570,1924,1950,2,98125,1580,230,190,210,0,5,0,0,2,3,0,6,6,0,26,0
30181,365000,2980,1955,0,4,98031,1540,1440,350,0,0,5,0,2,1,4,0,7,7,0,22,0
30182,600000,1671,2005,0,3,98070,0,0,0,0,30,3,0,1,1,3,0,8,0,2,22,0
30183,930000,3740,1989,0,4,98024,1410,1410,50,0,300,5,0,1,2,3,770,8,7,0,24,0
30184,520000,1410,1955,0,4,98155,0,0,50,0,0,5,0,0,1,3,370,7,0,0,26,0
30185,1041100,660,1919,0,1,98144,0,0,0,40,0,4,0,0,1,3,0,6,0,2,24,1
30186,570000,2100,1973,0,4,98058,880,420,0,0,0,5,1,1,1,3,210,8,7,0,23,1
30187,639950,2200,1988,0,3,98051,0,0,50,0,0,7,1,0,2,4,730,8,0,2,22,0
30188,560000,1060,1948,0,3,98155,0,0,100,0,0,3,0,0,1,3,0,6,0,2,26,0
30189,708000,2610,1990,0,3,98042,0,0,50,0,460,5,1,0,2,3,870,9,0,2,22,0
30190,539000,1610,2003,0,4,98118,400,120,50,0,80,5,0,0,3,3,0,8,7,2,24,0
30191,945000,2950,1979,0,4,98034,1610,1220,0,0,400,5,0,2,1,3,550,8,7,2,26,0
30192,1161000,2870,1919,2014,4,98122,1110,1110,120,0,0,3,1,0,3,3,0,7,7,2,25,0
30193,650000,1360,1969,0,3,98034,0,0,60,0,0,5,1,0,1,4,420,7,0,2,26,0
30194,300000,740,1953,0,2,98178,0,0,0,0,0,5,0,0,1,3,0,6,0,2,23,0
30195,920000,2290,1954,0,4,98006,850,850,0,0,0,5,0,0,2,5,0,7,6,0,24,0
30196,585000,1020,1918,0,2,98136,890,0,150,0,90,5,0,0,1,5,0,6,0,2,24,1
30197,422750,2040,1994,0,4,98038,0,0,0,0,0,5,1,0,2,3,430,7,0,0,22,0
30198,695000,2140,1963,0,3,98052,940,700,0,0,0,5,1,0,1,3,0,7,7,2,25,0
30199,773500,1900,1955,0,3,98136,1300,600,80,0,360,5,0,1,1,4,260,7,7,2,24,0
30200,355000,1130,1962,0,4,98023,0,0,0,0,0,5,1,0,1,4,290,7,0,2,21,0
30201,325000,970,1966,0,3,98003,0,0,0,0,320,5,0,0,1,4,310,6,0,2,21,0
30203,440000,740,1942,0,2,98146,0,0,0,0,0,1,0,0,1,3,0,6,0,0,23,1
30204,477500,2530,1978,0,4,98023,1470,950,0,0,260,5,0,1,2,3,0,9,8,2,21,0
30205,1000000,3360,1987,0,2,98166,1140,670,0,0,1050,5,0,1,2,3,490,9,8,0,23,0
30206,820000,2880,1974,0,4,98022,1370,1370,0,0,360,5,0,0,2,4,580,7,6,2,20,0
30207,408000,1900,1966,0,3,98059,1300,500,0,0,250,5,0,1,1,3,0,7,4,0,23,0
30208,440000,830,2005,0,2,98115,0,0,0,0,0,5,1,0,1,4,0,7,0,2,26,0
30209,363501,1380,1957,0,3,98188,0,0,0,0,0,5,0,0,1,3,0,7,0,2,23,0
30210,389900,1320,1993,0,3,98042,0,0,80,0,0,5,0,0,2,3,460,7,0,2,22,0
30211,2210000,2680,1954,2001,3,98039,300,0,170,0,0,5,1,0,2,3,340,8,0,2,25,0
30212,805000,1910,1958,0,3,98118,750,750,0,0,200,5,1,0,1,4,0,7,7,0,24,1
30213,730000,1630,1987,0,3,98034,0,0,0,0,0,5,1,0,2,3,430,8,0,0,26,0
30214,369950,1350,2005,0,4,98055,0,0,30,0,0,5,1,0,2,3,440,7,0,2,23,0
30215,629000,3130,1996,0,5,98042,0,0,50,0,0,5,1,0,2,3,780,10,0,2,22,0
30216,1185000,3020,1924,0,3,98122,1150,1150,60,0,300,5,0,1,2,4,0,7,7,2,25,0
30217,535000,1820,1945,0,4,98178,910,910,0,0,200,5,0,1,1,5,0,6,6,0,23,0
30218,800000,1340,1929,2018,4,98108,670,670,0,0,140,1,1,1,1,3,0,7,6,2,24,0
30219,940000,1800,1904,1993,3,98107,940,800,0,0,330,5,0,0,2,3,0,7,6,2,25,0
